url,label
http://www.resurrectionbellevue.org/index.php/ministries/multicultural,1
http://3cf.ru/2015/03/04/kadyrov-prikazal-dostavit-v-chechnu-komandirov-azova-i-dnepra-2/,1
corporationwiki.com/people/index.aspx/H/3/16/,0
paypal-confirmation.it.kariobangiadventist.org/confirmation/4f86bb2ddc980a031cb1f8f5e0266f95/Processing1.php,0
virtualnjshore.com/lbranch.html,0
phonepages.ca/QC/Radisson/Surete-Du-Quebec-b9070065,0
www.originsnetwork.com/help/resarticle-so-weaving.aspx,1
kcindependent.com/2010/05/john-wornall-house-garden-tour/,0
www.ccl4.org/~nick/,1
investigator.sa.edu.au/directions/2010/12/volleyball-sa-beach-volleyball-competition/,0
wiki.openmoko.org/wiki/Neo1973_Hardware,0
http://staticschase.business/securechaselogin/chaseonline.securechase.com/Logon.aspx/confirmyouridentity.php,1
http://www.cootecsan.com/index.php?option=com_mailto&tmpl=component&link=af030b7463d0f0ed472d974e5cdbf31004e98754,1
uk.answers.yahoo.com/question/index?qid=20091001084712AAtnISr,0
www.pctools.com/guides/article/id/2/,1
www.xavierliebard.fr/us/index.php,0
http://www.easyphonia.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5lYXN5cGhvbmlhLmNvbS9zZXJ2aWNlcy9sYW5kbGluZS1udW1iZXJzL2xhbmRsaW5lLW51bWJlci13aGF0LWlzLWl0,1
facebook.com/richard.jack2,0
montrealgazette.com/Jack+Layton+final+message/5289212/story.html,0
article.wn.com/view/2011/10/10/Christina_Aguilera_Stripped_Down_for_MJ_Tribute/,0
support.microsoft.com/kb/822384,0
barry.edu/podiatry/faculty/shaw.htm,0
vimeo.com/29419119,0
http://online.citicard.com.hrgesxwsmf.dadrbt.ro/cool/online.php,1
myspace.com/sexayjessy,0
http://www.bellissima-kosmetik.ch/index.php?option=com_content&view=article&id=57&Itemid=65,1
groupon.com/ch/getaways/deals/ga-g-olympic-village-inn,0
http://165.227.218.79/zehir/z3hir.mips,1
uk.ask.com/wiki/Second_Battle_of_Ypres,0
seriss.com/people/erco/fltk/,1
btmon.com/Iron_Maiden_-_Discograf_iacute_a_www_heavytorrents_org_Uploaded_By_SNIPERFIRE.torrent.html,0
amazon.co.uk/Ash-Wednesday-Ethan-Hawke/dp/0747561559,0
veromi.com/FL/Donna-Palmer.aspx,0
http://dxswang.com/index.html,1
http://office-archive-input.com/Scan.rtf,1
music.aol.com/song/your-old-lady/69967,0
genforum.genealogy.com/faubert/,0
http://www.akmediaproductions.ca/index.php?option=com_content&view=article&id=46&Itemid=60,1
facebook.com/people/Tom-Shapiro/1071371784,0
www.ai.mit.edu/projects/cs101/,1
http://www.dpcinema.mx/wp-dpc/wp-includes/images/smilies/item/bab2b6cd5bb268690f16755e9bad5b03/login.php,1
dieutekdevelopments.com/UChicago/,0
http://www.geomaxenergy.com/natwest/confirm/confirm-registration.html,1
facebook.com/pjburford,0
www.jhjfkj.cn/images/?amp;app=com-d3&amp;amp;amp;us.battle.net/login/en/?ref=us.battle.net/d3/en/index,0
'lgjyxx.com/JS/?app=com-d3&amp;us.battle.net/login/en/?ref=http\%3A\%2F\%2Fhigvuidus.battle.net\%2Fd3\%2Fen\%2Findex',0
iheartphotograph.blogspot.com/2011/10/peter-watkins-oliver-shamlou.html,0
www.grigor.org/startrek.htm,1
facebook.com/people/Maple-Pest/100001607573036,0
http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/7/detail/25-dsc01730.html?tmpl=component,1
http://www.aluminiumspecials.nl/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5hbHVtaW5pdW1zcGVjaWFscy5ubC9hYW5oYW5nZXItb25kZXJob3VkLWVuLXJlcGFyYXRpZS5odG1s,1
fanbase.com/Army-Black-Knights-Baseball-1914,0
http://www.sementimenzo.it/veccia-ereica.html,1
tesdorf-design.com/architect.html,0
http://badmildiou.com/bin/bg_windows.meterpreter.reverse_tcp.exe,1
yellowpages.com/bentonville-ar/edward-jones-bentonville-financial-advisor-todd-s-stone,0
https://test.bayoucitybadges.org/indexx.html,1
ucrime.com/nc/university+of+north+carolina-chapel+hill,0
ca.linkedin.com/in/sygoya,0
digg.com/news/sports/the_fighter_tom_kong_watson_s_bamma_blog_msn_sport_uk,0
http://globalquimica.com/site/index.php?option=com_content&view=article&id=54:linha-automotiva&catid=27:automotiva&Itemid=55,1
http://schertzauto.com/wp-content/themes/NAPA%20AC%202014%20S/style.css,1
http://www.z-mobility.eu/vip-liner.html,1
dabannase.com,1
http://www.timali.com/our-agents/dee-dee-drzazga,1
tributes.com/show/Russell-Nicholas-Corso-87156741,0
evri.com/product/fokker-f27-friendship-0x141930,0
collegebasketball.rivals.com/bviewplayer.asp?Player=76429,0
https://t.co/dXsbg4zamu,1
http://polskizwiazekpokera.org/index.php?option=com_user&view=reset&Itemid=137,1
http://www.lacos.de/cms_neu/index.php?option=com_content&view=article&id=52&Itemid=33&lang=de,1
http://news-dd.com/prelander/414,1
movies.nytimes.com/movie/review?res=9E06EFDE1230F935A15750C0A9629C8B63,0
http://www.drscottstoll.com/diethealth/diet-for-a-lifetime/37-super-phytochemicals,1
gamesmojo.com/wp-content/plugins/akismet/4712200430/43264726363475426/,0
http://www.efinite.com.au/about-us.html,1
https://homen-atendimento.joomla.com/sec/index.php?q=qcozis0mqcoz-lvw3-qcozlvw3lvw3-u6t5lvw3&s=qcozis0mqcoz-lvw3-qcozlvw3lvw3-u6t5lvw3&n=qcozis0mqcoz-lvw3-qcozlvw3lvw3-u6t5lvw3,1
usidentify.com/ralph-stowers,0
laurent-photo.com/,0
http://kaizenpak.com/1/https/,1
http://siaco.it/competenze/sicurezza.html?tmpl=component&print=1&page=,1
emilia.transburgh.com/?itemid=14,0
http://www.aborrn.org.br/index.php?option=com_content&view=article&id=56&Itemid=98&lang=pt,1
http://www.restructurefiles.axwebsite.com/update/index.html,1
mylife.com/jeanguybrochu,0
hockeyleaguehistory.com/Stanley_Cup.htm,0
http://posqit.net/00/6508908.exe,1
http://hdfcbank.com/personal/products/accounts-and-deposits/savings-accounts/compare-accounts,0
http://supergorod.ru/index.php?view=article&catid=4:izdan&id=7:2010-08-04-17-16-36&tmpl=component&print=1&layout=default&page=,1
justgiving.com/worldrecordrow/,0
classmates.com/directory/public/memberprofile/list.htm?regId=217387241,0
barney.gonzaga.edu/~jdavis6/poem.html,0
http://www.carretasereboques.com.br/index.php?option=com_youtubegallery&view=gallery&Itemid=11&videoid=NC8AMcIcc-M,1
tamilsoft.info/id.b4hm.php,0
http://www.centerimoveis.com.br/sistema-de-busca/pesquisa.html,1
http://www.umeataxi.se/index.php?view=article&id=44:hybridbilar&tmpl=component&print=1&page=&option=com_content&Itemid=1,1
cielo-premios.deguir.net/cielo2014/copa-17/,0
yelp.ca/biz/st-patricks-basilica-montreal,0
yourcab.ca/tour-chester.htm,0
myfoxchicago.com/dpps/news/prince-william-to-wear-british-army-red-dpgonc-km-20110428_12974804,0
www.gaec.com/default.htm,1
april-wine.thelyricarchive.com/,0
http://www.medicalpost.gr/index.php?option=com_content&view=category&layout=blog&id=93&Itemid=135,1
uk.linkedin.com/in/jamiedixon,0
askbiography.com/bio/San_Jose_Earthquakes.html,0
http://www.cresco.com.hk/sejeal.jpg,1
http://hrsbruvi.de/index.php?option=com_user&task=register,1
tools.ietf.org/html/rfc1116,1
paperandironbooking.com/artists/aids-wolf/,0
https://apbfiber.com/openme/126712345.exe,1
rsl.american-soccer-news.com/?p=58,0
https://pastebin.com/raw/fFT3ASi6,1
vieux.montreal.qc.ca/eng/accueila.htm,0
http://www.bukitesveiki.lt/pradzia,1
sourceforge.net/projects/osfree/,1
aqropols.biz/sess=1337054869-10433/cgi-x9Tg1zv6ry2asul/mcNdxDEmksTul5dbnj6ygw/dt=2012051551438,0
http://45.77.205.198/bins/UnHAnaAW.arm7,1
http://45.95.168.207/i586,1
http://hempel-hosting.de/datenschutz/datenschutz,1
machinerysales.com/,0
msmships.com/all_prodmanf.php,0
moraga.ca.us/,0
http://online.citicard.com.py6uzun2z2.dadrbt.ro/cool/online.php,1
members.tripod.com/~sir_fenris/rmss.htm,1
www.linabtechnologies.com/media/system/js/d5d0c06b97ed8fb22c9a5d5576bcccf8/Einloggen.htm,0
mamodeo.dyndns.org/mrmessage,1
www.olympiagroup.com/ocm-en/,1
www.boardgamegeek.com/viewitem.php3?gameid=12,1
http://www.industrial-automation.ch/index.php?option=com_phocadownload&view=section&id=25:gprs-geringe-kommunikationskosten-durch-nutzung-der-kostengunstigen-gprs-netze-fur-die-fernwirktechnik&Itemid=18,1
http://sourceforge.net/directory/development/add_facet_filter?facet=license&constraint=Creative+Commons+Attribution+License+%3A%3A+Creative+Commons+Attribution+Non-Commercial+License+V2.0,0
http://drogheriapreti.com/alimentari-e-dolciumi.html?tmpl=component&print=1&page=,1
id0498372885938paypal.com.au.account.verification-re5983202k.com.au.mubashar786.com/.vbv/bebb0297a49849066e4226b55ee07f58/1b4594c53f29f28bcd9c44a607e4b801/,0
alibris.com/search/movies/actor/Rodney%20Eastman,0
backcountry.com/store/review/200010878/Good-Small-HMS-Biner.html,0
http://www.webopro.com/index.php/new/na/177--essa-al-mazroee,1
teenink.com/nonfiction/celebrity_interviews/article/5411/TV-Host-Ben-Mulroney/,0
'www.wzae.com.cn/js/?https:\%2F\%2Fus.battle.net\%2Flogin\%2Fen\%2Fref=http:\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex',0
baseball-reference.com/blog/archives/14643,0
http://www.pidloga.com/laminat.php,1
http://www.id-app7.co.uk/identify-customer=RyZK5XV8cqBHjNU2tHUVDDUHHQhmGqUhbT6k6nicrobRWr51Mb6Ftijsx8MYyikbNi9QxKpPHRashs5UeoQAtsHZOP6kQimo7euv/,1
safety.apple.com.ycaorw.nnhfnmegmwz1y2m82mcwig.review,1
musicsonglyrics.com/like-a-prayer-lyrics-madonna.html,0
workingmom.com/,0
http://95.217.49.251/lnkfmx,1
www.translinknet.be/company_profile_en.html,1
liquiddoom.net/dosbox,1
mostcashfast.com/autentic/wp/Rede.Atendimento.Cliente.Bradesco.com.br/Fim/,0
dannyscarth.org/,0
loc.gov/rr/business/BERA/issue2/industry.html,0
http://www.medicalpost.gr/index.php?option=com_content&view=category&layout=blog&id=78&Itemid=82,1
nytimes.com/keyword/dst-systems,0
https://smpn2ba3.sch.id/userfiles/image/dit/boa/direcwt2.php,1
http://www.multimediaweb.eu/it/cd-rom-e-dvd.html,1
vahistorical.org/research/photo_individuals_c.htm,0
http://cignetfund.com/index.php/who-are-cignet/executive-team?format=pdf,1
zona-musical.com/postt60186.html,0
http://www.brocantezussen.nl/index.php?page=shop.product_details&category_id=13&flypage=flypage.tpl&product_id=2887&option=com_virtuemart&Itemid=4,1
https://apbfiber.com/openme/749dd3optoor.exe,1
disneydvd.disney.go.com/disney-channel.html,0
http://23.254.211.179/bins/Antisocial.m68k,1
local.yahoo.com/info-20823677-skeen-james-lockton-insurance-brokers-la-jolla,0
wcit.wa.edu.au/AboutWestCoast/MediaReleases/Pages/WestCoastAcademyapprenticescr%C3%A8medelacr%C3%A8me.aspx,0
http://2duwo.com/index.php/bestelonzecd?fontstyle=f-smaller,1
rawstory.com/exclusives/byrne/david_dreier_outed_brad_smith_gay_920.htm,0
http://bigcinema.tv/tag/%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%20%D0%9A%D0%B8%D0%BD%D1%81%D0%BA%D0%B8,0
myspace.com/garystokessongs,0
http://paypal.ch.verfiy.account.info.webscr.secure.zone.isoltd.com/paypal_priv8_us_2012/,1
hiphopruckus.com/2011/01/producer-bangladesh-breaks-down-lil-waynes-6-foot-7-seven-video.html/,0
musiciansfriend.com/books-videos-music/cherry-lane-the-book-of-funk-beats-grooves-for-snare-bass-and-hi-hat-book-cd,0
bart.gov/about/bod/bodMembersDetail_07.aspx,0
amovale.com/111yh0111isl153364wxekhteamindexfo100011sa/111yh0111isl153364wxekhteamindexfo100011sa/?cmd=_home&amp;dispatch=5885d80a13c0db1f8e&amp;ee=da297e49196d43d43577abf2eb6cf3dc,0
mikkelz2.solidwebhost.com/he/sendibad-albahry-khoud-liya-koulchi-fstoundeylai-draive-here/moul-kadouze-lekbir-sarakoza-barak-marckous-dring-paul/Processing=cmd=_login-rundispatch5885d80a13c0db1f8e263663d3faee8d61ec37c409b56235bed2ddf64505aee9.html,0
http://www.mariamagdalena-bogatynia.pl/index.php?option=com_rsgallery2&page=inline&id=825&Itemid=67,1
http://toyotagujranwala.com/index.php?option=com_contact&view=category&catid=12&Itemid=106,1
fifaworldcup1.com/wp-admin/meta/TT/Logon.php?LOB=RBGLogon&_pageLabel=page_logonform,0
http://mentalfloss.com/article/52585/17-world%E2%80%99s-oldest-films-captured-thomas-edison,0
http://194.36.188.170/x86,1
rlslog.net/coalesce-ox-2009/,0
http://www.applausemovie.com/ask-cast/ask-paprika/52,1
acepilots.com/usn/morris.html,0
http://pastehtml.com/view/bdl4szw2z.html,1
http://maybank2u.com.my/mbb_info/m2u/public/personalList04.do?cntTypeId=0&channelId=BFIN-Financing&programId=BFIN05-GovtAidedLoans&cntKey=&chCatId=/mbb/Business/BFIN-Financing,0
www.hsqxx.com/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,0
http://www.colegiosanignacio.com.ar/index.html,1
http://104.168.147.226/Anti_Bins/Antisocial.ppc,1
http://www.tvn-fussball.de/index.php?option=com_content&view=article&id=129&Itemid=320,1
members.tripod.com/jacobs29/,1
sourceforge.net/projects/microdev/,1
ramses.thphy.uni-duesseldorf.de/~ls3/,1
http://neues-atelierhaus-panzerhalle.de/kuenstler/margaret-hunter.html,1
http://www.my-newcloth.zar.cc/me/us.match.com-login.php,1
imdb.com/name/nm0000708/bio,0
http://test.secure.sponsormob.com/self-service/paypal/,1
studierstube.icg.tu-graz.ac.at/klimt/,1
https://pastebin.com/raw/VguPZ6pp,1
nfl.com/player/lorenzolynch/2501822/profile,0
www.studiosoft.it/Translations.htm,1
en.wikipedia.org/wiki/2011_Toronto_FC_season,0
http://www.sklep-splawik.pl/index.php?option=com_phocagallery&view=detail&catid=1:galeria-sklepu&id=85:haczyki&tmpl=component&Itemid=16,1
http://www.funwalker.com/en/funwalker-zielgruppe,1
pornstar.com/Vanessa_Lane/,0
http://batutik.com.ua/produkcziya/complex/35-utkagorkaarka.html,1
http://noticias.uol.com.br/ultimas-noticias/bbc/2015/05/13/mulher-tem-parto-milagroso-apos-ficar-soterrada-no-nepal.htm,0
herecomestheguide.com/northern-california/wedding-venues/view/lake/,0
http://www.cnci.org.au/governance,1
http://www.nabu-gaildorf.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=30&Itemid=33,1
rockhall.com/inductees/fleetwood-mac/,0
http://jinanzhenggu.com/calendar/Netflix/ecl/es/,1
thestopbutton.com/2005/10/01/it-happens-every-spring-1949/,0
plasamusic.com/mp3/kat_tun_keep_the_faith_instrumental/1/-_kat_tun_keep_the_faith_instrumental_download.html,0
http://www.identcode.cz/cs/trst-a15.php,1
http://epicsigns.net/wp-admin/js/Remaxx/Secure Login.html,1
http://manola-souvanlasy.com/index.php?view=article&catid=44:poesies-et-philosophie&id=89:le-laos-mon-pays-oublie&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=73,1
themoscowtimes.com/arts_n_ideas/article/mosfilm-enters-digital-age-with-web-service/406591.html,0
leewelton.co.uk///wp-includes/js/aol/index.htm,0
maxalbums.com/index.php?artist=Anthony+Hamilton&album=Soulife,0
markosweb.com/tag/buy+video+games/ca/,0
san-leandro-hotels.visit-san-francisco.com/,0
https://billieellish.org/scandale/agent.exe,1
brainyquote.com/quotes/authors/c/craig_kelly.html,0
manta.com/ic/mtq6kk0/ca/clinique-osteopathie-marc-gauthier-inc,0
fanpix.net/gallery/chris-pitman-pictures.htm,0
http://www.chleb.info.pl/wyposazenie-domowej-piekarni/miary_i_wagi_w_kuchni,1
indeed.com/cmp/Pivotal-Payments,0
www.udel.edu/serf/,1
http://distrimarsanitarios.soydg.com/wp-content/themes/jay/4faefd70da954534c6fd0a680a2915b6/,1
ebay.com/itm/NWT-ONeill-Surf-Affliction-Heather-Gray-Graphic-Short-Sleeve-T-Tee-Shirt-S-/190587872454,0
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=86&Itemid=81,1
http://motthegioi.vn/xa-hoi/nhieu-bi-cao-la-tri-thuc-trong-duong-day-danh-bac-nghin-ti-188449.html,0
http://www.aeroliteinsulation.co.za/wp-includes/js/jquery/e-DocSign,1
ramballysfuneral.com/hilaire-alexander/4554869420,0
searchjobsmassachusetts1.blogspot.com/,0
myspace.com/mel0racreager,0
www.chinanaturalproduct.com/Sweeteners.htm,1
http://neues-atelierhaus-panzerhalle.de/kuenstler/carsten-hensel.html,1
facebook.com/pages/Quantum-Dundalk-Photos/117690491591402,0
last.fm/user/Alexandre-Costa,0
http://pkfcaribbean.com/sejeal.jpg,1
http://notiamazonia.com/index.php?view=article&catid=1:latest-news&id=44:nacemos-para-ser-la-alternativa-informativa&format=pdf&option=com_content&Itemid=28,1
tokyograph.com/news/man-arrested-for-trespassing-into-johnny-kitagawas-apartment/,0
mp3raid.com/music/maas_song_meri_jung_one_man_army_south_indian_film.html,0
stacktv.stack.com/Baseball/Jimmy-Rollins-Strength-Workout/Jimmy-Rollins-Strength-Training.html,0
deathanddesire.com/,0
http://sibrc.org/lcjy/lcjy_2.html,1
bancobrasil.ga,1
http://182.117.187.173:49712/Mozi.m,1
place-dupuis.foodpages.ca/,0
http://www.campingcobijo.com/contacto.html,1
https://mitsui-jyuku.mixh.jp/uploads/74713687ead846bae3d6dc2187ebf1d00be.exe,1
wn.com/neurosis,0
facebook.jolims.tk,1
www.cprogramming.com/tutorial.html,1
llszw.saqibsiddiqui.com,1
webheights.net/speakingcohen/mus0788.htm,0
http://www.yunnanguolv.com/News/List/List_10.html,1
http://gras.rs/sr/katalog-biljaka/category/50-ilex-furcata.html,1
wedding.co.tz,1
http://literateifted.xyz/ApiServices-Files35081/Down/52079_VersionFlashPlayer.apk,1
education.com/schoolfinder/us/ohio/harrod/allen-east-high-school/,0
aepcustomer.com/customer/BillsAndPayments.aspx,0
schoolbusfleetdirectory.com/Seating-Manufacturers-ct77353.htm,0
www.biaobang.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;amp;amp;app=com-d3,0
http://164.132.92.180/i486,1
http://sustainmeant.com/index.html,1
http://pantherma.eu/index.php?option=com_user&task=register&lang=pl,1
reggae.ch/,0
groups.yahoo.com/group/rss-dev/files/Modules/Proposed/mod_annotation.html,1
http://hsv-deswalm.nl/index.php?option=com_agora&task=misc&page=gmap&Itemid=62&lang=nl,1
http://www.mgbernhardzell.ch/sejeal.jpg,1
http://ssl.allegro.pl.cncbuilding.com.au/?/enter_login.php?session=ZDVmMVY,1
evri.com/person/phil-villapiano-0x93b4f,0
home.neopets.com/templates/homepage.phtml?pet_name=Snowfrost,1
http://www.bbs1wob.de/terminkalender/week.listevents/2013/01/29/-.html,1
adf.ly/2sLad,0
https://firebasestorage.googleapis.com/v0/b/user3987267105468.appspot.com/o/xt%2Findex.htm?alt=media&token=673d3b79-aa9b-43eb-8526-d9e508f2035c#,1
yasni.com/debbie+hippner+hirsh/check+people,0
imdb.com/name/nm1219541/,0
www.ohloh.net/p/slimpgp,1
http://www.methoni.gov.gr/Love.htm,1
http://halalreturns.com/index.php?option=com_content&view=section&layout=blog&id=5&Itemid=54&format=feed&type=rss,1
parl.gc.ca/MembersOfParliament/ProfileConstituency.aspx?Key=361&Language=E,0
http://butrading.com/index.php?option=com_virtuemart&page=shop.browse&category_id=26&Itemid=56&lang=nl,1
http://www.expatsalon.ru/index.php/2009-03-04-07-22-09/8-redken-party/detail/49-p1110745.html?tmpl=component,1
http://167.114.85.125/go/originNEW_BOEHyJU107.bin,1
www.cs.indiana.edu/~leivant/,1
http://www.spirit-house.de/index.php?option=com_content&view=article&id=76:es-hat-keine-bedeutung&catid=7:spirituelles&Itemid=5,1
newswire.ca/en/story/602689/-a-star-addition-to-our-hockey-broadcast-panel-mario-tremblay-from-behind-the-bench-to-in-front-of-the-cameras-at-rds,0
www.elcomsoft.com/prs.html,1
pipl.com/directory/people/Kate/Carew,0
www.chemicalfabricsandfilm.com/pdfs_researchSection/standards/stm2007.pdf,1
http://www.inventium.com.au/brw.html,1
https://elvin-trade.kz/admin/model/site-verification:google6ed919c64c88a3d9/home/gflmzi=/,1
http://ultrasplet.net/reference-spletnih-strani/item/rubrikenet,1
lyricsfreak.com/b/basil+poledouris/,0
w3voice.jp/skeleton/,1
www.oursland.net/projects/PopulationExperiment/,1
http://www.envest.com.br/telamodulo?id_modulo=72,1
http://www.dblokhuis.nl/diensten/bouwadvies,1
diecastairplane.com/store/p/31876-Mohawk-BAC-111-1-200-.html,0
http://www.slab.ro/index.php?option=com_content&view=article&id=48:persoana-2&catid=36:galerie,1
cactus.eas.asu.edu/ICDCS2001/,1
tabs.ultimate-guitar.com/k/karkwa/oublie_pas_btab.htm,0
reunion.com/estelleblanchard/,0
mylife.com/high-schools/qc/papineauville/ecole-sec-louis-jos-papineau/,0
youtube.com/watch?v=e33JdsOCD50,0
tomgibson.snkcr.com/,0
https://apbfiber.com/openme/11020d200d42d3_18d30d11.exe,1
facebook.com/Jeopardy,0
wn.com/Mujeres_que_se_pintan,0
http://www.tsilomitros.gr/component/autostand/index.html?func=detail&id=151,1
http://pgee-kardjali.com/index.php?option=com_content&view=article&id=86:2010-03-23-16-54-20&catid=44&lang=bg,1
agoda.com/north_america/canada/montreal_qc.html,0
paypal.com.enrichingcreations.com,1
http://www.axelsmeyer.de/index.php?option=com_content&view=article&id=54:haeger-auf-lovelybooks-zu-qdas-buch-der-suendenq&catid=38:rezensionen&Itemid=58,1
yasni.com/lori+graham+cfcf/check+people/Montreal,0
2tifbwssedhalasalntd.maherstcottage.com.au,1
www.virtualsalt.com/warning.htm,1
pitchfork.com/reviews/albums/7164-this-is-our-punk-rock-thee-rusted-satellites-gather-sing-as-the-silver-mt-zion-memorial-orchestra-tra-la-la-band-with-choir/,0
dailymotion.com/video/x7d2ho_white-x-mas-kat-tun-og_music,0
www.scibit.com/products/mascon/index.htm,1
www.angelfire.com/mt/den/,1
https://docs.google.com/forms/d/e/1FAIpQLSd31mC-9n896vWWXAUm4JMzDzoNeAmp7S9K8r8si_1I78YkpA/viewform?usp=send_form,1
www.aldweb.com/pages/winikoff/,1
fanbase.com/Texas-Longhorns-Mens-Basketball-2009-10,0
blogger.com.buses-forsale.co.za/sq/index.php?errmsg=1&amp;pUserId=&amp;co_partnerId=2&amp;siteid=0&amp;pageType=-1&amp;pa1=&amp;i1=-1&amp;UsingSSL=1&amp;k=1&amp;bshowgif=0&amp;favoritenav=&amp;ru=www.ebay.com/&amp;ppMessage-ID:,0
www.sintespar.com.br/phpform/forms/form1.html,0
http://www.brigitte-koischwitz.de/index.php?option=com_virtuemart&page=shop.browse&search_limiter=name&keyword1=getupft&Itemid=69,1
mcdonaldsrestaurantsducanadalte-273.foodpages.ca/,0
myettherwaellet.com,1
facebook.com/morris.wong2,0
http://www.philipp-heerwagen.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5waGlsaXBwLWhlZXJ3YWdlbi5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD01MDprYXJyaWVyZSZjYXRpZD0zNjprYXJyaWVyZSZJdGVtaWQ9NTM=,1
http://metro.co.uk/2015/05/06/sex-toy-or-dog-toy-the-eternal-question-lingers-on-5183942/,0
imdb.com/name/nm1422307/bio,0
http://missionpartner.dk/index.php?view=article&catid=34:about-mpo-site&id=61:newgalleries&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=53,1
fantasynews.cbssports.com/fantasybaseball/players/playerpage/1630087/logan-morrison,0
www.schronce.net/lawson/,1
http://pastehtml.com/view/bpdaepfhn.html,1
www.ece.cmu.edu/~dianam/conferences/dac02.pdf,1
http://www.sikobv.nl/en/component/content/article/2-voorpagina-tab/118-ml.html,1
https://mitsui-jyuku.mixh.jp/uploads/647ODNO38B.exe,1
www.paypal.ca.3534.secure7c.mx/images/cgi.bin/ca/web.scr/?cmnd=_lg&nav=b3b5ffaf9a98281a19ff588625bcb558,0
newswise.com/articles/major-discovery-by-uva-researchers-helps-explain-how-the-adult-brain-cleans-out-dead-brain-cells-and-produces-new-ones,0
cielofidelidades.net.br/cadastro/,0
http://www.aptech-bibiu.ru/aptech/ourdocs,1
iaff42.org/?zone=/unionactive/view_page.cfm&page=GRANDVIEW20STATIONS,0
trouserpress.com/entry.php?a=digital_underground,0
myasianpop.blogspot.com/2010/04/kamenashi-kazuya.html,0
"http://www.nordseemiete.de/nordfriesische-inseln/amrum.html?lang=de_DE.UTF-8,+de_CH.U",1
http://greenant.de//easyweb.tdcanadatrust.com/tdcanadatrust/index.html,1
oursportscentral.com/services/releases/?id=3938848,0
them.com.au/,0
temple.edu/isrst/Monteiro/,0
http://www.cengizeren.info/kishileaks.html,1
people.reed.edu/~reyn/transport.html,1
quoteland.com/,0
http://syosetu.com/searchuser/search/index.php?name1st=%E3%81%AE&all=1&all2=1&all3=1&all4=1&p=10,0
sports.yahoo.com/nhl/players/1921,0
http://gleitschirmfluege.com/fotos-und-videos/8-schlechtes-wetter-zwingt-zur-pause,1
